BLOCKSIZE,L1_ASSOC,L1_SIZE,L1_miss_rate,L2_ASSOC,L2_SIZE,L2_miss_rate,PREF_M,PREF_N,TRACE,prefetches,sweep,trace
16,8,64,,8,256,,2,0,,,,gcc.trace.txt
16,2,16,,8,128,,0,2,,,,gcc.trace.txt
32,8,32,,1,512,,1,2,,,,gcc.trace.txt
16,4,32,,8,256,,1,1,,,,gcc.trace.txt
16,4,8,,1,128,,2,1,,,,gcc.trace.txt
16,8,4096,0.0727,4,524288,0.6478,0,0,,0,,gcc.trace.txt
16,2,64,,2,0,,1,0,,,,gcc.trace.txt
32,4,8,,4,512,,2,0,,,,gcc.trace.txt
16,1,8,,4,512,,2,2,,,,gcc.trace.txt
16,8,8,,1,0,,2,0,,,,gcc.trace.txt
32,4,32,,8,256,,1,1,,,,gcc.trace.txt
32,2,16,,8,128,,0,2,,,,gcc.trace.txt
16,8,32,,1,512,,1,2,,,,gcc.trace.txt
16,4,32,,4,0,,2,0,,,,gcc.trace.txt
32,4,16,,8,0,,2,1,,,,gcc.trace.txt
16,1,8,,2,256,,0,1,,,,gcc.trace.txt
16,4,64,,2,0,,0,2,,,,gcc.trace.txt
32,4,32,,8,0,,2,2,,,,gcc.trace.txt
16,2,8,,2,512,,1,0,,,,gcc.trace.txt
32,8,16,,1,128,,0,1,,,,gcc.trace.txt
16,2,32,0.5666,8,512,0.343,1,1,,0,,gcc.trace.txt
16,1,32,0.5884,8,256,0.438,0,0,,0,,gcc.trace.txt
32,1,8,,2,256,,1,2,,,,gcc.trace.txt
32,1,64,0.5338,4,128,0.7476,2,0,,0,,gcc.trace.txt
32,2,8,,1,0,,2,1,,,,gcc.trace.txt
32,2,8,,4,256,,2,0,,,,gcc.trace.txt
16,8,64,,8,0,,1,0,,,,gcc.trace.txt
32,2,64,0.5039,2,128,0.8165,1,2,,0,,gcc.trace.txt
16,8,32,,4,128,,0,0,,,,gcc.trace.txt
32,8,16384,0.0277,8,524288,0.9308,0,0,,0,,gcc.trace.txt
16,1,32,0.5884,1,512,0.4171,0,1,,0,,gcc.trace.txt
16,2,32,0.5666,1,256,0.5278,1,0,,0,,gcc.trace.txt
32,4,32768,0.0264,0,0,0.0,0,0,/Users/kaylaradu/GitHubRepos/GitNCSU/ECE492-MicroArch/traces/gcc_trace.txt,0,graph4_blocksize,gcc.trace.txt
32,4,32,,4,128,,0,2,,,,gcc.trace.txt
32,2,16,,4,256,,1,1,,,,gcc.trace.txt
16,2,8,,8,128,,2,0,,,,gcc.trace.txt
16,4,8,,4,0,,1,0,,,,gcc.trace.txt
16,4,64,0.4645,8,256,0.5548,2,2,,0,,gcc.trace.txt
16,8,32,,1,0,,1,0,,,,gcc.trace.txt
32,1,16,,4,512,,0,0,,,,gcc.trace.txt
16,8,8,,2,256,,1,2,,,,gcc.trace.txt
64,2,32768,0.0183,2,524288,0.793,0,0,,0,,gcc.trace.txt
32,4,32,,1,512,,1,0,,,,gcc.trace.txt
32,8,8,,2,256,,0,1,,,,gcc.trace.txt
64,4,16384,0.0204,8,131072,0.71,0,0,,0,,gcc.trace.txt
32,1,16,,1,128,,1,2,,,,gcc.trace.txt
16,2,32,0.5666,2,128,0.6525,2,1,,0,,gcc.trace.txt
64,4,16384,0.0204,2,262144,0.711,0,0,,0,,gcc.trace.txt
32,8,8,,4,512,,2,2,,,,gcc.trace.txt
16,4,16,,4,512,,1,1,,,,gcc.trace.txt
16,4,16,,4,512,,0,1,,,,gcc.trace.txt
32,8,8,,2,256,,1,1,,,,gcc.trace.txt
32,4,32,,1,512,,0,0,,,,gcc.trace.txt
64,1,16384,0.0393,2,524288,0.3694,0,0,,0,,gcc.trace.txt
16,4,16,,2,256,,2,2,,,,gcc.trace.txt
32,1,16,,1,128,,0,2,,,,gcc.trace.txt
16,8,32,,1,0,,0,0,,,,gcc.trace.txt
16,4,8,,4,0,,0,0,,,,gcc.trace.txt
32,2,16,,4,256,,0,1,,,,gcc.trace.txt
32,4,32,,4,128,,1,2,,,,gcc.trace.txt
16,8,8,,2,256,,0,2,,,,gcc.trace.txt
32,1,16,,4,512,,1,0,,,,gcc.trace.txt
32,2,16,,2,512,,2,2,,,,gcc.trace.txt
32,8,8,,1,128,,2,0,,,,gcc.trace.txt
16,1,32,0.5884,1,512,0.4171,1,1,,0,,gcc.trace.txt
16,2,32,0.5666,1,256,0.5278,0,0,,0,,gcc.trace.txt
16,8,8,,4,512,,2,1,,,,gcc.trace.txt
32,2,64,0.5039,2,128,0.8165,0,2,,0,,gcc.trace.txt
16,8,64,,8,0,,0,0,,,,gcc.trace.txt
16,1,8,,1,128,,2,0,,,,gcc.trace.txt
32,1,8,,4,512,,2,1,,,,gcc.trace.txt
32,8,32,,2,0,,2,0,,,,gcc.trace.txt
16,8,32,,4,128,,1,0,,,,gcc.trace.txt
16,2,32,0.5666,8,512,0.343,0,1,,0,,gcc.trace.txt
32,8,16,,1,128,,1,1,,,,gcc.trace.txt
16,1,32,0.5884,8,256,0.438,1,0,,0,,gcc.trace.txt
32,1,8,,2,256,,0,2,,,,gcc.trace.txt
16,4,64,,2,0,,1,2,,,,gcc.trace.txt
16,1,8,,2,256,,1,1,,,,gcc.trace.txt
32,8,1024,0.1363,8,16384,0.2036,0,0,/Users/kaylaradu/GitHubRepos/GitNCSU/ECE492-MicroArch/traces/gcc_trace.txt,0,graph3_l2,gcc.trace.txt
16,2,8,,2,512,,0,0,,,,gcc.trace.txt
32,1,64,0.5338,1,512,0.4971,2,2,,0,,gcc.trace.txt
32,8,16,,2,256,,2,0,,,,gcc.trace.txt
16,8,32,,1,512,,0,2,,,,gcc.trace.txt
32,2,16,,8,128,,1,2,,,,gcc.trace.txt
32,4,32,,8,256,,0,1,,,,gcc.trace.txt
16,4,64,0.4645,4,128,0.7537,2,1,,0,,gcc.trace.txt
32,2,32,,8,0,,2,0,,,,gcc.trace.txt
16,2,64,,2,0,,0,0,,,,gcc.trace.txt
16,1,64,0.4967,1,512,0.4942,2,2,,0,,gcc.trace.txt
16,2,32,,4,0,,2,2,,,,gcc.trace.txt
16,8,16,,2,256,,2,0,,,,gcc.trace.txt
32,8,4096,0.0537,4,131072,0.4813,0,0,,0,,gcc.trace.txt
16,4,32,,8,256,,0,1,,,,gcc.trace.txt
32,8,32,,1,512,,0,2,,,,gcc.trace.txt
16,2,16,,8,128,,1,2,,,,gcc.trace.txt
16,2,16,,4,0,,2,1,,,,gcc.trace.txt
16,2,64,0.4721,2,128,0.7765,0,2,,0,,gcc.trace.txt
16,4,8,,2,256,,0,0,,,,gcc.trace.txt
32,8,32,,4,128,,1,0,,,,gcc.trace.txt
16,1,64,,4,0,,1,0,,,,gcc.trace.txt
32,2,32,,8,512,,0,1,,,,gcc.trace.txt
16,8,16,,1,128,,1,1,,,,gcc.trace.txt
32,1,64,,8,0,,1,2,,,,gcc.trace.txt
32,4,8,,1,128,,2,2,,,,gcc.trace.txt
32,1,32,0.6165,8,256,0.4533,1,0,,0,,gcc.trace.txt
16,2,32768,0.0495,4,524288,0.9515,0,0,,0,,gcc.trace.txt
16,4,32,,4,128,,1,2,,,,gcc.trace.txt
16,2,16,,4,256,,0,1,,,,gcc.trace.txt
16,2,8,,4,0,,1,2,,,,gcc.trace.txt
16,1,16,0.6836,4,512,0.2896,1,0,,0,,gcc.trace.txt
32,1,16,,1,0,,1,1,,,,gcc.trace.txt
16,2,16,,2,512,,2,2,,,,gcc.trace.txt
16,4,16384,0.0482,4,262144,0.9772,0,0,,0,,gcc.trace.txt
32,1,32,0.6165,1,512,0.4304,1,1,,0,,gcc.trace.txt
32,1,32,,1,0,,1,2,,,,gcc.trace.txt
32,4,65536,0.026,0,0,0.0,0,0,/Users/kaylaradu/GitHubRepos/GitNCSU/ECE492-MicroArch/traces/gcc_trace.txt,0,graph1_size_assoc,gcc.trace.txt
32,2,32,,1,256,,0,0,,,,gcc.trace.txt
32,2,64,,1,0,,2,0,,,,gcc.trace.txt
16,1,8,,2,0,,0,2,,,,gcc.trace.txt
32,4,16,,4,512,,0,1,,,,gcc.trace.txt
16,4,32,,1,512,,0,0,,,,gcc.trace.txt
32,4,16,,2,256,,2,2,,,,gcc.trace.txt
16,1,16,0.6836,1,128,0.5884,0,2,,0,,gcc.trace.txt
16,1,32,0.5884,1,128,0.6837,1,0,,0,,gcc.trace.txt
32,8,8,,1,512,,2,1,,,,gcc.trace.txt
32,8,16,,8,256,,1,1,,,,gcc.trace.txt
16,8,8,,4,128,,2,0,,,,gcc.trace.txt
16,4,16,,1,512,,1,2,,,,gcc.trace.txt
32,8,2048,0.0907,4,131072,0.2847,0,0,,0,,gcc.trace.txt
16,1,8,,8,256,,2,0,,,,gcc.trace.txt
32,1,16,,4,128,,1,1,,,,gcc.trace.txt
32,4,16,,2,0,,0,0,,,,gcc.trace.txt
32,4,32,,1,128,,0,1,,,,gcc.trace.txt
32,2,16,,1,256,,1,2,,,,gcc.trace.txt
16,1,32,0.5884,2,256,0.4808,2,1,,0,,gcc.trace.txt
16,8,16,,4,0,,1,0,,,,gcc.trace.txt
32,2,8,,8,512,,2,2,,,,gcc.trace.txt
16,1,32,0.5884,4,512,0.3365,0,2,,0,,gcc.trace.txt
32,8,32,,8,0,,1,1,,,,gcc.trace.txt
32,8,2048,0.0907,8,16384,0.3053,0,0,/Users/kaylaradu/GitHubRepos/GitNCSU/ECE492-MicroArch/traces/gcc_trace.txt,0,graph3_l2,gcc.trace.txt
32,8,16,,8,0,,1,2,,,,gcc.trace.txt
16,4,16,,4,128,,0,0,,,,gcc.trace.txt
16,4,32768,0.0475,8,131072,0.9914,0,0,,0,,gcc.trace.txt
16,2,16384,0.0525,2,524288,0.8972,0,0,,0,,gcc.trace.txt
32,1,16,,8,256,,0,2,,,,gcc.trace.txt
16,4,64,0.4645,4,512,0.4263,2,0,,0,,gcc.trace.txt
32,8,16,,4,128,,0,2,,,,gcc.trace.txt
16,4,32768,0.0475,2,262144,0.992,0,0,,0,,gcc.trace.txt
32,8,8192,0.0395,2,524288,0.653,0,0,,0,,gcc.trace.txt
32,2,8,,4,0,,2,2,,,,gcc.trace.txt
64,4,1024,0.1584,0,0,0.0,0,0,,0,,gcc.trace.txt
16,2,8,,2,128,,0,1,,,,gcc.trace.txt
16,2,32,0.5666,8,128,0.6102,0,0,,0,,gcc.trace.txt
32,8,16,,1,512,,1,0,,,,gcc.trace.txt
32,2,8,,2,128,,1,2,,,,gcc.trace.txt
32,2,64,0.5039,4,256,0.5652,2,0,,0,,gcc.trace.txt
32,8,8,,8,256,,2,0,,,,gcc.trace.txt
16,1,8,,1,512,,2,1,,,,gcc.trace.txt
16,4,16,,1,0,,2,0,,,,gcc.trace.txt
16,8,32,,4,512,,1,1,,,,gcc.trace.txt
32,1,8,,4,128,,2,0,,,,gcc.trace.txt
32,1,64,0.5338,2,256,0.5719,1,2,,0,,gcc.trace.txt
16,4,8,,4,128,,2,2,,,,gcc.trace.txt
32,2,32,,8,128,,0,0,,,,gcc.trace.txt
16,8,16,,1,512,,1,0,,,,gcc.trace.txt
16,2,64,0.4721,4,256,0.5566,2,0,,0,,gcc.trace.txt
64,1,32768,0.0298,4,524288,0.4877,0,0,,0,,gcc.trace.txt
32,8,32,,4,512,,1,1,,,,gcc.trace.txt
16,1,64,0.4967,2,256,0.5695,1,2,,0,,gcc.trace.txt
16,1,16,0.6836,8,256,0.3769,0,2,,0,,gcc.trace.txt
16,8,16,,4,128,,0,2,,,,gcc.trace.txt
16,1,16,,8,0,,0,0,,,,gcc.trace.txt
16,8,64,,4,512,,2,2,,,,gcc.trace.txt
16,2,16,,1,256,,1,2,,,,gcc.trace.txt
16,4,32,,1,128,,0,1,,,,gcc.trace.txt
16,1,32768,0.0591,0,0,0.0,0,0,,0,,gcc.trace.txt
32,1,32,0.6165,2,256,0.4952,2,1,,0,,gcc.trace.txt
16,2,8,,1,0,,0,1,,,,gcc.trace.txt
16,8,64,,2,256,,0,1,,,,gcc.trace.txt
32,1,32,0.6165,4,512,0.3262,0,2,,0,,gcc.trace.txt
32,1,16,,4,0,,0,2,,,,gcc.trace.txt
32,1,32,,4,0,,0,1,,,,gcc.trace.txt
32,4,16,,4,128,,0,0,,,,gcc.trace.txt
32,1,32,0.6165,1,128,0.7027,1,0,,0,,gcc.trace.txt
32,4,8,,8,256,,2,2,,,,gcc.trace.txt
32,4,16,,1,512,,1,2,,,,gcc.trace.txt
32,8,8,,1,0,,0,0,,,,gcc.trace.txt
16,8,16,,8,256,,1,1,,,,gcc.trace.txt
32,2,16,,2,0,,1,2,,,,gcc.trace.txt
16,1,16,0.6836,4,128,0.5117,1,1,,0,,gcc.trace.txt
32,2,32,,2,0,,1,1,,,,gcc.trace.txt
32,8,32768,0.0262,0,0,0.0,0,0,/Users/kaylaradu/GitHubRepos/GitNCSU/ECE492-MicroArch/traces/gcc_trace.txt,0,graph1_size_assoc,gcc.trace.txt
16,1,2048,0.1506,0,0,0.0,0,0,,0,,gcc.trace.txt
16,8,64,,1,512,,0,0,,,,gcc.trace.txt
16,1,16,0.6836,4,512,0.2896,2,1,,0,,gcc.trace.txt
32,1,16,,1,0,,2,0,,,,gcc.trace.txt
32,1,32,0.6165,1,512,0.4304,2,0,,0,,gcc.trace.txt
16,1,16,0.6836,2,256,0.4138,0,2,,0,,gcc.trace.txt
32,4,2048,0.0962,8,16384,0.2879,0,0,,0,,gcc.trace.txt
32,4,16,,1,128,,2,2,,,,gcc.trace.txt
32,2,64,,1,0,,1,1,,,,gcc.trace.txt
16,1,64,0.4967,8,256,0.5219,1,2,,0,,gcc.trace.txt
32,8,8,,4,0,,2,2,,,,gcc.trace.txt
16,8,64,,4,128,,1,2,,,,gcc.trace.txt
32,2,32,,2,128,,0,0,,,,gcc.trace.txt
16,2,64,0.4721,1,256,0.6241,0,2,,0,,gcc.trace.txt
32,2,32,,8,0,,1,1,,,,gcc.trace.txt
16,4,8,,1,128,,0,0,,,,gcc.trace.txt
32,8,1024,0.1363,4,524288,0.1895,0,0,,0,,gcc.trace.txt
32,2,16,,8,0,,1,2,,,,gcc.trace.txt
32,4,8,,4,512,,0,1,,,,gcc.trace.txt
16,8,16,,2,256,,1,1,,,,gcc.trace.txt
16,2,16,,4,0,,1,0,,,,gcc.trace.txt
32,4,8,,2,256,,2,2,,,,gcc.trace.txt
16,1,64,,4,0,,2,1,,,,gcc.trace.txt
32,8,32,,4,128,,2,1,,,,gcc.trace.txt
16,8,64,,8,256,,0,1,,,,gcc.trace.txt
16,8,16,,1,128,,2,0,,,,gcc.trace.txt
16,4,8,,4,512,,1,2,,,,gcc.trace.txt
32,4,8,,1,0,,1,2,,,,gcc.trace.txt
32,1,32,0.6165,8,256,0.4533,2,1,,0,,gcc.trace.txt
16,1,16,,2,0,,0,0,,,,gcc.trace.txt
16,1,64,0.4967,4,128,0.7038,0,1,,0,,gcc.trace.txt
32,2,8,,4,256,,0,1,,,,gcc.trace.txt
16,1,8,,1,128,,1,1,,,,gcc.trace.txt
32,8,16,,2,0,,1,2,,,,gcc.trace.txt
32,8,32,,2,0,,1,1,,,,gcc.trace.txt
32,1,8,,4,512,,1,0,,,,gcc.trace.txt
16,8,32,,4,128,,2,1,,,,gcc.trace.txt
16,4,64,0.4645,1,512,0.5158,0,2,,0,,gcc.trace.txt
32,8,16,,1,128,,2,0,,,,gcc.trace.txt
32,2,8,,2,512,,2,2,,,,gcc.trace.txt
16,1,32,0.5884,8,256,0.438,2,1,,0,,gcc.trace.txt
32,1,64,0.5338,4,128,0.7476,0,1,,0,,gcc.trace.txt
32,2,8,,1,0,,0,0,,,,gcc.trace.txt
32,2,64,0.5039,1,256,0.6437,0,2,,0,,gcc.trace.txt
16,1,8,,2,256,,2,0,,,,gcc.trace.txt
32,4,16,,8,0,,0,0,,,,gcc.trace.txt
32,8,2048,0.0907,4,262144,0.2847,0,0,,0,,gcc.trace.txt
16,4,16,,4,0,,0,2,,,,gcc.trace.txt
32,8,16,,2,256,,1,1,,,,gcc.trace.txt
16,8,8,,1,0,,0,1,,,,gcc.trace.txt
16,4,64,0.4645,4,128,0.7537,1,0,,0,,gcc.trace.txt
16,4,32,,4,0,,0,1,,,,gcc.trace.txt
32,1,8,,1,128,,0,2,,,,gcc.trace.txt
16,2,8,,4,256,,1,2,,,,gcc.trace.txt
32,1,64,0.5338,8,256,0.529,1,2,,0,,gcc.trace.txt
16,8,8,,1,128,,0,2,,,,gcc.trace.txt
32,8,8,,2,256,,2,0,,,,gcc.trace.txt
32,2,8,,8,128,,1,2,,,,gcc.trace.txt
16,2,32,0.5666,2,128,0.6525,0,0,,0,,gcc.trace.txt
16,2,8,,8,128,,0,1,,,,gcc.trace.txt
32,1,2048,0.1477,0,0,0.0,0,0,,0,,gcc.trace.txt
32,8,8192,0.0395,8,524288,0.653,0,0,,0,,gcc.trace.txt
32,1,16,,4,512,,2,1,,,,gcc.trace.txt
16,4,32768,0.0475,8,262144,0.9914,0,0,,0,,gcc.trace.txt
32,8,8,,1,128,,1,1,,,,gcc.trace.txt
16,1,32,0.5884,1,512,0.4171,2,0,,0,,gcc.trace.txt
32,1,16,,2,256,,0,2,,,,gcc.trace.txt
16,2,16384,0.0525,8,524288,0.8972,0,0,,0,,gcc.trace.txt
16,4,16,,1,128,,2,2,,,,gcc.trace.txt
16,8,8,,4,512,,1,0,,,,gcc.trace.txt
16,4,32768,0.0475,2,131072,0.9924,0,0,,0,,gcc.trace.txt
32,1,32,0.6165,2,256,0.4952,1,0,,0,,gcc.trace.txt
32,1,64,,2,0,,1,2,,,,gcc.trace.txt
32,2,32,,2,512,,0,1,,,,gcc.trace.txt
16,4,8,,8,256,,0,0,,,,gcc.trace.txt
32,2,32,,4,256,,2,2,,,,gcc.trace.txt
16,2,64,0.4721,8,128,0.7315,0,2,,0,,gcc.trace.txt
32,2,64,,4,0,,0,2,,,,gcc.trace.txt
32,1,32,0.6165,1,128,0.7027,2,1,,0,,gcc.trace.txt
16,4,32,,2,256,,0,1,,,,gcc.trace.txt
16,2,16,,2,128,,1,2,,,,gcc.trace.txt
16,8,16,,8,256,,2,0,,,,gcc.trace.txt
16,8,64,,1,128,,0,1,,,,gcc.trace.txt
32,8,4096,0.0537,4,262144,0.4813,0,0,,0,,gcc.trace.txt
16,2,64,,8,0,,0,0,,,,gcc.trace.txt
16,4,32,,4,512,,2,2,,,,gcc.trace.txt
32,2,32,,2,0,,2,0,,,,gcc.trace.txt
16,1,16,0.6836,4,128,0.5117,2,0,,0,,gcc.trace.txt
16,2,64,0.4721,4,256,0.5566,1,1,,0,,gcc.trace.txt
32,4,16,,8,256,,2,2,,,,gcc.trace.txt
16,8,16,,1,512,,2,1,,,,gcc.trace.txt
16,1,64,0.4967,4,512,0.3986,0,0,,0,,gcc.trace.txt
32,4,8,,1,512,,1,2,,,,gcc.trace.txt
16,1,8,,8,0,,0,2,,,,gcc.trace.txt
16,2,32,,1,0,,0,0,,,,gcc.trace.txt
32,8,32,,4,512,,2,0,,,,gcc.trace.txt
16,2,16,,8,512,,2,2,,,,gcc.trace.txt
16,4,8,,1,512,,0,1,,,,gcc.trace.txt
32,4,8,,4,0,,0,1,,,,gcc.trace.txt
32,4,8,,4,128,,0,0,,,,gcc.trace.txt
16,1,64,0.4967,1,128,0.8099,1,2,,0,,gcc.trace.txt
16,4,16384,0.0482,4,131072,0.9772,0,0,,0,,gcc.trace.txt
16,1,8,,4,128,,0,2,,,,gcc.trace.txt
32,2,8,,1,256,,1,2,,,,gcc.trace.txt
32,2,16,,8,512,,2,2,,,,gcc.trace.txt
16,4,64,0.4645,4,512,0.4263,1,1,,0,,gcc.trace.txt
16,8,8,,8,256,,0,2,,,,gcc.trace.txt
32,4,16384,0.0283,0,0,0.0,0,0,,0,,gcc.trace.txt
32,1,64,0.5338,1,128,0.8116,1,2,,0,,gcc.trace.txt
32,8,16,,1,512,,2,1,,,,gcc.trace.txt
16,4,16,,8,256,,2,2,,,,gcc.trace.txt
32,1,64,0.5338,4,512,0.3768,0,0,,0,,gcc.trace.txt
64,1,16384,0.0393,8,524288,0.3694,0,0,,0,,gcc.trace.txt
32,8,8,,8,256,,1,1,,,,gcc.trace.txt
16,4,16,,1,0,,1,1,,,,gcc.trace.txt
16,1,8,,1,512,,1,0,,,,gcc.trace.txt
16,8,8,,4,0,,1,2,,,,gcc.trace.txt
16,2,8,,1,256,,0,1,,,,gcc.trace.txt
16,8,32,,4,512,,2,0,,,,gcc.trace.txt
16,4,32,,1,0,,1,2,,,,gcc.trace.txt
32,1,8,,4,128,,1,1,,,,gcc.trace.txt
16,1,32,0.5884,1,128,0.6837,2,1,,0,,gcc.trace.txt
32,2,16,,2,128,,1,2,,,,gcc.trace.txt
32,8,8,,1,512,,1,0,,,,gcc.trace.txt
32,4,32,,2,256,,0,1,,,,gcc.trace.txt
16,8,8,,4,128,,1,1,,,,gcc.trace.txt
32,8,16,,8,256,,2,0,,,,gcc.trace.txt
32,4,32,,4,512,,2,2,,,,gcc.trace.txt
16,2,8,,8,512,,0,0,,,,gcc.trace.txt
32,1,16,,4,128,,2,0,,,,gcc.trace.txt
16,1,8,,8,256,,1,1,,,,gcc.trace.txt
16,4,64,,8,0,,1,2,,,,gcc.trace.txt
16,4,8,,1,0,,2,2,,,,gcc.trace.txt
32,1,8,,8,256,,0,2,,,,gcc.trace.txt
16,1,32,0.5884,2,256,0.4808,1,0,,0,,gcc.trace.txt
16,8,32,,4,0,,2,2,,,,gcc.trace.txt
16,8,16,,4,0,,2,1,,,,gcc.trace.txt
16,2,32,0.5666,2,512,0.3743,0,1,,0,,gcc.trace.txt
32,8,32,,8,0,,2,0,,,,gcc.trace.txt
32,8,8,,4,128,,0,2,,,,gcc.trace.txt
16,2,32,0.5666,4,256,0.4635,2,2,,0,,gcc.trace.txt
32,2,64,,8,128,,0,2,,,,gcc.trace.txt
16,8,64,,2,0,,0,0,,,,gcc.trace.txt
32,8,16384,0.0277,2,524288,0.9308,0,0,,0,,gcc.trace.txt
32,8,8,,4,128,,1,2,,,,gcc.trace.txt
16,8,64,,2,0,,1,0,,,,gcc.trace.txt
32,2,64,,8,128,,1,2,,,,gcc.trace.txt
16,4,16,,4,128,,2,1,,,,gcc.trace.txt
32,1,8,,8,256,,1,2,,,,gcc.trace.txt
16,1,32,0.5884,2,256,0.4808,0,0,,0,,gcc.trace.txt
32,4,32,,1,128,,2,0,,,,gcc.trace.txt
16,2,32,0.5666,2,512,0.3743,1,1,,0,,gcc.trace.txt
32,1,16,,1,512,,2,2,,,,gcc.trace.txt
16,2,8,,8,512,,1,0,,,,gcc.trace.txt
32,4,32,,2,0,,2,2,,,,gcc.trace.txt
16,4,64,,8,0,,0,2,,,,gcc.trace.txt
32,4,16,,2,0,,2,1,,,,gcc.trace.txt
16,1,8,,8,256,,0,1,,,,gcc.trace.txt
32,4,32,,2,256,,1,1,,,,gcc.trace.txt
32,2,16,,2,128,,0,2,,,,gcc.trace.txt
32,8,8,,1,512,,0,0,,,,gcc.trace.txt
16,8,8,,4,128,,0,1,,,,gcc.trace.txt
16,1,8,,1,512,,0,0,,,,gcc.trace.txt
16,4,16,,1,0,,0,1,,,,gcc.trace.txt
32,1,8,,4,128,,0,1,,,,gcc.trace.txt
16,4,32,,1,0,,0,2,,,,gcc.trace.txt
16,2,8,,1,256,,1,1,,,,gcc.trace.txt
64,4,16384,0.0204,8,262144,0.71,0,0,,0,,gcc.trace.txt
16,8,8,,4,0,,0,2,,,,gcc.trace.txt
16,2,32,0.5666,8,128,0.6102,2,1,,0,,gcc.trace.txt
32,2,64,0.5039,4,256,0.5652,0,1,,0,,gcc.trace.txt
32,8,8,,8,256,,0,1,,,,gcc.trace.txt
64,4,16384,0.0204,2,131072,0.7144,0,0,,0,,gcc.trace.txt
64,2,32768,0.0183,8,524288,0.793,0,0,,0,,gcc.trace.txt
32,1,64,0.5338,4,512,0.3768,1,0,,0,,gcc.trace.txt
16,8,8,,8,256,,1,2,,,,gcc.trace.txt
16,4,64,0.4645,2,256,0.6009,2,2,,0,,gcc.trace.txt
32,1,64,0.5338,1,128,0.8116,0,2,,0,,gcc.trace.txt
16,2,8,,2,128,,2,0,,,,gcc.trace.txt
32,2,8,,1,256,,0,2,,,,gcc.trace.txt
16,1,8,,4,128,,1,2,,,,gcc.trace.txt
16,4,64,0.4645,4,512,0.4263,0,1,,0,,gcc.trace.txt
16,8,32,,1,128,,2,2,,,,gcc.trace.txt
32,4,8,,4,0,,1,1,,,,gcc.trace.txt
16,4,8,,1,512,,1,1,,,,gcc.trace.txt
64,8,4096,0.0599,8,131072,0.2424,0,0,,0,,gcc.trace.txt
16,1,64,0.4967,1,128,0.8099,0,2,,0,,gcc.trace.txt
32,4,8,,4,128,,1,0,,,,gcc.trace.txt
64,8,4096,0.0599,2,262144,0.2427,0,0,,0,,gcc.trace.txt
32,8,32,,1,128,,2,2,,,,gcc.trace.txt
16,1,64,,1,0,,2,2,,,,gcc.trace.txt
16,1,8,,8,0,,1,2,,,,gcc.trace.txt
16,2,32,,1,0,,1,0,,,,gcc.trace.txt
16,2,64,0.4721,2,512,0.4481,2,2,,0,,gcc.trace.txt
32,2,32,,8,128,,2,1,,,,gcc.trace.txt
16,2,64,0.4721,4,256,0.5566,0,1,,0,,gcc.trace.txt
32,4,8,,1,512,,0,2,,,,gcc.trace.txt
16,1,64,0.4967,4,512,0.3986,1,0,,0,,gcc.trace.txt
16,2,64,,8,0,,1,0,,,,gcc.trace.txt
16,8,64,,1,128,,1,1,,,,gcc.trace.txt
16,2,16,,2,128,,0,2,,,,gcc.trace.txt
16,4,32,,2,256,,1,1,,,,gcc.trace.txt
32,2,64,,4,0,,1,2,,,,gcc.trace.txt
32,8,8,,1,0,,2,1,,,,gcc.trace.txt
16,8,64,,2,256,,2,0,,,,gcc.trace.txt
16,2,64,0.4721,8,128,0.7315,1,2,,0,,gcc.trace.txt
32,1,32,,4,0,,2,0,,,,gcc.trace.txt
32,4,16,,4,128,,2,1,,,,gcc.trace.txt
16,4,8,,8,256,,1,0,,,,gcc.trace.txt
16,1,16,,8,0,,2,1,,,,gcc.trace.txt
32,1,64,,2,0,,0,2,,,,gcc.trace.txt
32,1,32,0.6165,2,256,0.4952,0,0,,0,,gcc.trace.txt
16,4,32,,1,128,,2,0,,,,gcc.trace.txt
16,2,8,,1,0,,2,0,,,,gcc.trace.txt
16,1,32,,8,0,,2,2,,,,gcc.trace.txt
32,2,32,,2,512,,1,1,,,,gcc.trace.txt
16,1,16,0.6836,1,512,0.359,2,2,,0,,gcc.trace.txt
32,8,8,,1,128,,0,1,,,,gcc.trace.txt
16,8,8192,0.0587,8,131072,0.8028,0,0,,0,,gcc.trace.txt
16,1,4096,0.1102,0,0,0.0,0,0,,0,,gcc.trace.txt
64,8,2048,0.0996,2,262144,0.146,0,0,,0,,gcc.trace.txt
16,2,32,0.5666,1,256,0.5278,2,1,,0,,gcc.trace.txt
16,8,8,,4,512,,0,0,,,,gcc.trace.txt
16,1,32768,0.0591,8,524288,0.7969,0,0,,0,,gcc.trace.txt
32,1,16,,2,256,,1,2,,,,gcc.trace.txt
32,1,16384,0.0461,0,0,0.0,0,0,/Users/kaylaradu/GitHubRepos/GitNCSU/ECE492-MicroArch/traces/gcc_trace.txt,0,graph1_size_assoc,gcc.trace.txt
16,8,32,,1,0,,2,1,,,,gcc.trace.txt
16,2,8,,8,128,,1,1,,,,gcc.trace.txt
32,2,16,,4,256,,2,0,,,,gcc.trace.txt
16,4,8,,4,0,,2,1,,,,gcc.trace.txt
16,8,16,,1,0,,2,2,,,,gcc.trace.txt
64,8,2048,0.0996,8,131072,0.1458,0,0,,0,,gcc.trace.txt
16,8,8192,0.0587,2,262144,0.8033,0,0,,0,,gcc.trace.txt
